date,freight_rate_usd_per_t,bdi_index,bunker_price_usd_per_t,port_congestion_days,demand_signal,is_monsoon,is_cyclone_season
2024-08-07,31.47,1765.1,531.9,6.21,62.1,1,0
2024-08-08,31.27,1779.1,532.8,5.05,61.9,1,0
2024-08-09,31.55,1781.6,533.2,5.4,61.8,1,0
2024-08-10,31.6,1796.4,533.2,5.78,61.6,1,0
2024-08-11,30.86,1787.1,533.5,5.09,61.5,1,0
2024-08-12,31.84,1775.1,533.8,6.04,61.3,1,0
2024-08-13,30.66,1776.2,534.8,5.39,61.1,1,0
2024-08-14,30.72,1780.8,535.7,5.58,60.9,1,0
2024-08-15,32.09,1781.9,536.4,6.25,60.8,1,0
2024-08-16,32.03,1766.6,537.7,6.57,60.6,1,0
2024-08-17,31.66,1767.1,539.8,6.06,60.4,1,0
2024-08-18,30.81,1757.8,541.7,5.23,60.2,1,0
2024-08-19,31.38,1764.2,540.6,6.03,60.0,1,0
2024-08-20,31.57,1768.1,538.3,6.07,59.8,1,0
2024-08-21,30.97,1761.4,540.1,5.93,59.6,1,0
2024-08-22,31.56,1758.1,539.2,6.74,59.4,1,0
2024-08-23,31.7,1750.3,539.6,5.71,59.2,1,0
2024-08-24,32.35,1750.4,538.9,6.69,59.0,1,0
2024-08-25,31.62,1758.6,537.5,6.69,58.8,1,0
2024-08-26,31.85,1751.1,538.8,6.1,58.6,1,0
2024-08-27,30.74,1755.5,540.4,5.83,58.4,1,0
2024-08-28,31.78,1751.5,540.4,5.94,58.2,1,0
2024-08-29,31.48,1745.3,538.0,6.99,58.0,1,0
2024-08-30,31.69,1744.5,538.0,6.39,57.7,1,0
2024-08-31,31.04,1736.2,539.2,5.26,57.5,1,0
2024-09-01,31.84,1731.7,538.1,5.89,57.3,1,0
2024-09-02,30.72,1721.9,538.9,5.32,57.1,1,0
2024-09-03,31.44,1737.3,539.6,5.38,56.8,1,0
2024-09-04,31.13,1737.2,540.9,5.49,56.6,1,0
2024-09-05,31.06,1731.1,541.7,5.17,56.4,1,0
2024-09-06,31.09,1732.3,541.2,5.3,56.1,1,0
2024-09-07,31.36,1730.8,543.3,6.8,55.9,1,0
2024-09-08,31.17,1728.3,543.8,5.38,55.7,1,0
2024-09-09,31.47,1732.4,544.4,6.21,55.4,1,0
2024-09-10,31.45,1737.5,543.9,5.76,55.2,1,0
2024-09-11,31.44,1732.3,544.0,6.0,54.9,1,0
2024-09-12,31.69,1726.6,543.5,6.03,54.7,1,0
2024-09-13,31.46,1723.2,543.9,5.29,54.5,1,0
2024-09-14,30.91,1703.5,546.6,6.21,54.2,1,0
2024-09-15,31.23,1690.1,545.6,5.21,54.0,1,0
2024-09-16,30.51,1699.6,544.2,5.37,53.7,1,0
2024-09-17,31.55,1711.2,546.6,6.01,53.5,1,0
2024-09-18,31.29,1707.7,546.9,5.27,53.2,1,0
2024-09-19,30.22,1710.6,546.7,5.08,53.0,1,0
2024-09-20,31.32,1711.3,548.5,5.86,52.7,1,0
2024-09-21,30.99,1734.1,548.4,5.14,52.4,1,0
2024-09-22,31.27,1741.1,551.1,6.08,52.2,1,0
2024-09-23,31.91,1738.1,552.5,5.52,51.9,1,0
2024-09-24,31.15,1728.3,552.4,5.86,51.7,1,0
2024-09-25,31.04,1713.3,555.6,5.84,51.4,1,0
2024-09-26,31.5,1712.7,555.4,6.14,51.2,1,0
2024-09-27,31.67,1704.3,556.8,6.04,50.9,1,0
2024-09-28,30.97,1690.5,557.7,5.27,50.6,1,0
2024-09-29,31.57,1682.9,559.8,5.55,50.4,1,0
2024-09-30,31.4,1671.6,562.1,5.85,50.1,1,0
2024-10-01,29.56,1682.5,562.7,5.21,49.9,0,1
2024-10-02,30.0,1686.8,562.3,4.54,49.6,0,1
2024-10-03,30.18,1684.0,563.3,5.12,49.4,0,1
2024-10-04,30.38,1692.9,563.0,4.39,49.1,0,1
2024-10-05,29.34,1690.6,565.9,4.9,48.8,0,1
2024-10-06,31.14,1680.7,566.5,4.3,48.6,0,1
2024-10-07,30.6,1689.8,566.5,4.87,48.3,0,1
2024-10-08,30.16,1690.9,567.2,4.0,48.1,0,1
2024-10-09,30.95,1679.4,566.0,5.34,47.8,0,1
2024-10-10,31.05,1674.6,565.3,4.46,47.6,0,1
2024-10-11,30.15,1664.2,567.2,3.67,47.3,0,1
2024-10-12,30.32,1649.7,566.8,4.38,47.0,0,1
2024-10-13,30.07,1653.6,565.9,4.54,46.8,0,1
2024-10-14,30.11,1665.3,567.0,4.74,46.5,0,1
2024-10-15,30.27,1650.5,568.8,5.77,46.3,0,1
2024-10-16,29.52,1651.3,570.1,3.94,46.0,0,1
2024-10-17,30.18,1642.4,571.6,5.78,45.8,0,1
2024-10-18,29.3,1634.7,571.1,4.17,45.5,0,1
2024-10-19,29.62,1626.1,569.7,3.85,45.3,0,1
2024-10-20,28.97,1615.2,571.9,3.95,45.1,0,1
2024-10-21,29.89,1611.6,571.9,4.5,44.8,0,1
2024-10-22,29.48,1600.9,571.9,3.81,44.6,0,1
2024-10-23,29.65,1599.0,573.8,4.01,44.3,0,1
2024-10-24,29.5,1594.4,574.8,4.36,44.1,0,1
2024-10-25,31.24,1588.3,575.7,5.33,43.9,0,1
2024-10-26,30.3,1576.8,578.6,4.71,43.6,0,1
2024-10-27,29.01,1567.9,578.1,4.19,43.4,0,1
2024-10-28,29.74,1569.6,579.5,4.5,43.2,0,1
2024-10-29,29.34,1569.2,579.8,4.3,42.9,0,1
2024-10-30,28.91,1556.9,580.4,3.73,42.7,0,1
2024-10-31,29.42,1553.2,582.5,5.55,42.5,0,1
2024-11-01,30.09,1554.7,583.4,5.35,42.3,0,1
2024-11-02,29.12,1536.8,584.3,4.13,42.0,0,1
2024-11-03,29.73,1536.5,585.8,3.96,41.8,0,1
2024-11-04,29.61,1526.5,585.6,3.74,41.6,0,1
2024-11-05,30.03,1526.4,584.8,4.54,41.4,0,1
2024-11-06,29.08,1515.6,583.7,4.55,41.2,0,1
2024-11-07,29.21,1496.4,581.6,3.83,41.0,0,1
2024-11-08,29.36,1478.6,584.2,4.31,40.8,0,1
2024-11-09,28.99,1474.1,583.1,4.69,40.6,0,1
2024-11-10,28.59,1471.3,583.0,3.93,40.4,0,1
2024-11-11,29.51,1459.2,582.8,4.07,40.2,0,1
2024-11-12,28.97,1459.4,583.3,4.07,40.0,0,1
2024-11-13,28.96,1441.2,584.4,3.85,39.8,0,1
2024-11-14,28.42,1435.7,585.6,4.08,39.6,0,1
2024-11-15,28.01,1421.0,585.0,3.64,39.4,0,1
2024-11-16,28.33,1410.7,584.9,4.04,39.2,0,1
2024-11-17,28.49,1406.1,585.4,4.05,39.1,0,1
2024-11-18,28.05,1394.2,585.2,4.14,38.9,0,1
2024-11-19,28.56,1386.0,587.2,4.45,38.7,0,1
2024-11-20,27.64,1389.0,587.9,3.72,38.5,0,1
2024-11-21,27.83,1379.2,588.8,3.76,38.4,0,1
2024-11-22,28.61,1380.8,589.7,3.84,38.2,0,1
2024-11-23,28.47,1366.7,591.1,3.7,38.1,0,1
2024-11-24,28.35,1365.8,591.4,4.52,37.9,0,1
2024-11-25,27.9,1372.1,589.8,3.92,37.8,0,1
2024-11-26,27.83,1347.2,590.3,4.15,37.6,0,1
2024-11-27,27.89,1335.7,589.6,3.82,37.5,0,1
2024-11-28,28.34,1335.1,588.9,4.0,37.3,0,1
2024-11-29,28.54,1328.4,589.6,4.33,37.2,0,1
2024-11-30,27.97,1326.2,591.1,4.36,37.1,0,1
2024-12-01,27.43,1316.2,591.1,3.77,36.9,0,1
2024-12-02,28.09,1311.7,591.4,4.13,36.8,0,1
2024-12-03,27.55,1305.3,593.4,3.82,36.7,0,1
2024-12-04,27.79,1309.5,593.6,4.11,36.6,0,1
2024-12-05,28.47,1306.4,596.7,3.89,36.4,0,1
2024-12-06,28.87,1303.9,597.3,5.63,36.3,0,1
2024-12-07,28.18,1295.5,595.1,4.68,36.2,0,1
2024-12-08,27.46,1286.5,595.9,4.39,36.1,0,1
2024-12-09,27.88,1277.9,596.3,4.03,36.0,0,1
2024-12-10,28.46,1276.0,597.7,4.71,35.9,0,1
2024-12-11,27.65,1267.6,598.4,4.14,35.9,0,1
2024-12-12,28.79,1264.8,598.1,5.49,35.8,0,1
2024-12-13,28.56,1276.4,596.5,4.79,35.7,0,1
2024-12-14,28.45,1278.3,596.1,3.99,35.6,0,1
2024-12-15,28.3,1270.7,594.9,5.34,35.5,0,1
2024-12-16,27.96,1275.4,594.0,4.03,35.5,0,1
2024-12-17,28.84,1267.2,594.5,5.71,35.4,0,1
2024-12-18,28.24,1246.0,596.4,5.41,35.4,0,1
2024-12-19,27.41,1233.0,596.6,4.33,35.3,0,1
2024-12-20,27.04,1213.2,595.0,3.65,35.3,0,1
2024-12-21,27.49,1205.5,595.3,4.28,35.2,0,1
2024-12-22,26.69,1200.9,596.5,3.75,35.2,0,1
2024-12-23,27.25,1209.5,595.6,3.9,35.1,0,1
2024-12-24,27.74,1207.4,595.2,3.93,35.1,0,1
2024-12-25,26.31,1201.0,594.9,3.74,35.1,0,1
2024-12-26,27.97,1202.9,593.7,4.29,35.1,0,1
2024-12-27,27.51,1180.6,594.2,3.86,35.0,0,1
2024-12-28,26.92,1177.9,593.8,4.05,35.0,0,1
2024-12-29,27.29,1179.6,594.0,3.93,35.0,0,1
2024-12-30,27.15,1163.3,592.7,4.45,35.0,0,1
2024-12-31,27.63,1168.0,591.8,4.4,35.0,0,1
2025-01-01,25.67,1166.3,592.4,2.52,35.0,0,0
2025-01-02,24.82,1158.6,591.6,2.98,35.0,0,0
2025-01-03,25.84,1159.4,593.4,3.52,35.0,0,0
2025-01-04,25.09,1173.3,592.5,2.07,35.0,0,0
2025-01-05,25.29,1170.5,592.5,2.41,35.1,0,0
2025-01-06,24.93,1168.4,593.2,2.29,35.1,0,0
2025-01-07,25.88,1160.6,591.2,2.38,35.1,0,0
2025-01-08,25.38,1149.7,588.7,2.05,35.2,0,0
2025-01-09,24.66,1152.4,586.5,2.06,35.2,0,0
2025-01-10,24.53,1141.6,587.6,2.44,35.2,0,0
2025-01-11,24.87,1138.3,586.5,2.43,35.3,0,0
2025-01-12,25.63,1130.7,589.2,3.67,35.3,0,0
2025-01-13,25.21,1130.8,588.1,2.74,35.4,0,0
2025-01-14,25.68,1129.7,587.9,2.97,35.4,0,0
2025-01-15,27.12,1134.4,589.3,7.44,35.5,0,0
2025-01-16,25.98,1126.8,591.3,4.01,35.6,0,0
2025-01-17,25.23,1121.1,593.3,2.64,35.7,0,0
2025-01-18,24.43,1109.8,594.3,2.47,35.7,0,0
2025-01-19,24.87,1102.9,595.1,2.41,35.8,0,0
2025-01-20,25.54,1102.6,595.3,2.85,35.9,0,0
2025-01-21,24.99,1105.5,595.8,2.47,36.0,0,0
2025-01-22,25.05,1094.9,594.7,2.24,36.1,0,0
2025-01-23,24.8,1098.8,593.2,2.43,36.2,0,0
2025-01-24,24.71,1106.6,592.7,2.87,36.3,0,0
2025-01-25,25.14,1107.0,592.0,3.09,36.4,0,0
2025-01-26,25.74,1119.1,590.9,4.15,36.5,0,0
2025-01-27,24.8,1110.1,591.2,2.72,36.6,0,0
2025-01-28,25.2,1097.5,591.9,3.58,36.7,0,0
2025-01-29,24.46,1080.6,591.4,2.57,36.9,0,0
2025-01-30,25.39,1090.0,592.7,2.63,37.0,0,0
2025-01-31,24.8,1092.7,590.8,2.61,37.1,0,0
2025-02-01,25.54,1089.9,590.0,2.78,37.3,0,0
2025-02-02,25.71,1089.8,588.6,3.22,37.4,0,0
2025-02-03,24.68,1078.5,585.8,2.46,37.5,0,0
2025-02-04,24.35,1095.9,585.1,2.3,37.7,0,0
2025-02-05,24.24,1094.9,584.4,3.29,37.8,0,0
2025-02-06,24.48,1093.7,585.6,3.23,38.0,0,0
2025-02-07,24.73,1097.6,585.8,3.75,38.1,0,0
2025-02-08,25.34,1099.6,584.0,2.4,38.3,0,0
2025-02-09,24.91,1099.6,585.6,2.56,38.5,0,0
2025-02-10,25.25,1091.6,586.4,3.33,38.6,0,0
2025-02-11,23.92,1093.8,586.5,2.45,38.8,0,0
2025-02-12,24.61,1107.3,585.6,3.06,39.0,0,0
2025-02-13,25.31,1116.7,583.9,2.57,39.1,0,0
2025-02-14,25.23,1128.1,582.8,2.85,39.3,0,0
2025-02-15,24.81,1122.7,583.5,2.23,39.5,0,0
2025-02-16,25.24,1113.7,585.1,2.71,39.7,0,0
2025-02-17,25.96,1111.6,586.3,3.5,39.9,0,0
2025-02-18,25.08,1111.0,585.1,3.15,40.1,0,0
2025-02-19,24.92,1118.9,583.1,2.29,40.3,0,0
2025-02-20,25.5,1104.5,582.6,4.04,40.5,0,0
2025-02-21,26.2,1116.0,579.8,3.44,40.7,0,0
2025-02-22,23.96,1114.1,579.5,2.24,40.9,0,0
2025-02-23,25.12,1110.1,578.7,2.43,41.1,0,0
2025-02-24,24.67,1101.6,577.4,2.26,41.3,0,0
2025-02-25,25.04,1088.0,574.9,2.87,41.5,0,0
2025-02-26,24.44,1094.3,574.8,2.41,41.7,0,0
2025-02-27,24.55,1094.6,573.5,2.09,41.9,0,0
2025-02-28,24.96,1084.2,571.4,2.63,42.1,0,0
2025-03-01,26.02,1073.8,567.2,3.26,42.4,0,0
2025-03-02,24.88,1071.2,566.5,2.72,42.6,0,0
2025-03-03,24.42,1084.7,567.9,2.99,42.8,0,0
2025-03-04,24.52,1082.9,569.2,2.78,43.0,0,0
2025-03-05,24.54,1071.2,568.0,3.12,43.3,0,0
2025-03-06,23.88,1069.6,566.5,2.83,43.5,0,0
2025-03-07,24.39,1068.0,566.4,2.61,43.7,0,0
2025-03-08,24.7,1047.0,564.5,2.72,44.0,0,0
2025-03-09,24.28,1047.2,564.1,3.8,44.2,0,0
2025-03-10,24.94,1046.2,564.3,3.03,44.5,0,0
2025-03-11,24.52,1052.6,565.0,2.29,44.7,0,0
2025-03-12,24.27,1068.3,564.2,2.71,44.9,0,0
2025-03-13,24.61,1078.4,563.2,2.85,45.2,0,0
2025-03-14,25.19,1077.4,561.4,2.59,45.4,0,0
2025-03-15,24.6,1069.7,559.7,2.09,45.7,0,0
2025-03-16,24.52,1091.6,558.7,2.31,45.9,0,0
2025-03-17,24.48,1093.5,558.4,2.48,46.2,0,0
2025-03-18,25.24,1095.1,558.8,4.19,46.4,0,0
2025-03-19,24.55,1096.4,557.0,2.95,46.7,0,0
2025-03-20,23.67,1099.6,558.1,2.14,46.9,0,0
2025-03-21,25.47,1100.2,557.0,2.62,47.2,0,0
2025-03-22,25.04,1097.4,556.3,3.61,47.4,0,0
2025-03-23,24.67,1094.9,554.6,2.41,47.7,0,0
2025-03-24,24.78,1096.6,550.9,3.36,47.9,0,0
2025-03-25,24.08,1094.3,551.3,2.15,48.2,0,0
2025-03-26,24.24,1090.8,551.4,2.01,48.5,0,0
2025-03-27,24.21,1093.8,550.3,3.5,48.7,0,0
2025-03-28,25.39,1094.1,549.6,2.45,49.0,0,0
2025-03-29,24.08,1108.5,549.5,2.49,49.2,0,0
2025-03-30,24.11,1089.8,546.9,2.77,49.5,0,0
2025-03-31,24.46,1101.0,545.5,2.93,49.7,0,0
2025-04-01,24.92,1113.6,545.7,2.03,50.0,0,0
2025-04-02,24.43,1099.7,543.4,2.38,50.3,0,0
2025-04-03,24.04,1099.7,543.0,2.7,50.5,0,0
2025-04-04,25.08,1099.6,540.6,2.93,50.8,0,0
2025-04-05,24.61,1091.2,540.4,2.28,51.0,0,0
2025-04-06,24.62,1088.0,539.6,2.57,51.3,0,0
2025-04-07,24.56,1082.1,537.0,2.41,51.5,0,0
2025-04-08,25.48,1099.3,537.6,2.79,51.8,0,0
2025-04-09,25.68,1110.0,536.0,3.46,52.1,0,0
2025-04-10,24.26,1123.4,534.2,2.51,52.3,0,0
2025-04-11,25.12,1132.5,533.7,2.18,52.6,0,0
2025-04-12,24.67,1126.9,534.4,2.36,52.8,0,0
2025-04-13,25.28,1126.1,532.4,4.02,53.1,0,0
2025-04-14,23.85,1133.6,531.7,2.31,53.3,0,0
2025-04-15,24.4,1127.4,531.5,2.22,53.6,0,0
2025-04-16,24.3,1136.8,531.6,2.48,53.8,0,0
2025-04-17,25.0,1138.6,531.1,2.62,54.1,0,0
2025-04-18,25.0,1139.4,529.9,2.43,54.3,0,0
2025-04-19,23.68,1148.9,528.2,2.15,54.6,0,0
2025-04-20,24.79,1156.3,527.5,2.85,54.8,0,0
2025-04-21,25.2,1157.4,525.5,2.79,55.1,0,0
2025-04-22,24.81,1170.7,521.3,3.09,55.3,0,0
2025-04-23,25.04,1166.1,521.1,2.78,55.5,0,0
2025-04-24,25.36,1175.2,521.4,3.91,55.8,0,0
2025-04-25,25.09,1184.1,517.9,3.15,56.0,0,0
2025-04-26,24.77,1185.9,515.9,2.99,56.3,0,0
2025-04-27,24.62,1192.7,516.0,3.5,56.5,0,0
2025-04-28,24.39,1187.1,517.7,2.74,56.7,0,0
2025-04-29,25.14,1198.8,517.0,2.58,57.0,0,0
2025-04-30,24.95,1201.8,515.4,2.84,57.2,0,0
2025-05-01,24.61,1202.1,514.5,2.08,57.4,0,0
2025-05-02,24.82,1215.0,515.5,2.74,57.6,0,0
2025-05-03,24.8,1213.9,514.0,2.62,57.9,0,0
2025-05-04,25.39,1207.2,512.3,2.91,58.1,0,0
2025-05-05,24.93,1199.4,511.1,3.36,58.3,0,0
2025-05-06,24.42,1208.9,509.3,3.02,58.5,0,0
2025-05-07,24.99,1203.4,508.7,2.36,58.7,0,0
2025-05-08,25.05,1222.2,510.0,3.21,58.9,0,0
2025-05-09,25.32,1210.3,509.7,3.93,59.1,0,0
2025-05-10,25.86,1228.7,508.7,3.39,59.3,0,0
2025-05-11,24.83,1235.2,507.7,2.2,59.5,0,0
2025-05-12,25.22,1239.3,505.2,3.01,59.7,0,0
2025-05-13,24.36,1239.9,505.6,2.23,59.9,0,0
2025-05-14,24.89,1248.0,504.8,2.53,60.1,0,0
2025-05-15,25.36,1252.7,504.0,2.89,60.3,0,0
2025-05-16,24.6,1266.5,507.2,2.81,60.5,0,0
2025-05-17,25.53,1272.4,506.9,3.37,60.7,0,0
2025-05-18,25.71,1278.6,505.4,3.94,60.9,0,0
2025-05-19,25.34,1280.7,504.2,2.95,61.0,0,0
2025-05-20,25.62,1285.4,505.0,2.5,61.2,0,0
2025-05-21,25.25,1292.9,504.5,2.09,61.4,0,0
2025-05-22,26.16,1284.3,502.2,3.61,61.5,0,0
2025-05-23,24.8,1278.6,502.7,2.62,61.7,0,0
2025-05-24,25.31,1289.7,501.3,2.65,61.9,0,0
2025-05-25,25.36,1296.2,502.9,2.69,62.0,0,0
2025-05-26,25.02,1299.9,503.6,2.92,62.2,0,0
2025-05-27,25.85,1305.2,502.5,2.94,62.3,0,0
2025-05-28,26.32,1313.1,503.5,2.54,62.5,0,0
2025-05-29,25.43,1313.9,503.0,2.62,62.6,0,0
2025-05-30,25.56,1312.9,503.4,2.4,62.7,0,0
2025-05-31,25.42,1319.6,503.5,2.36,62.9,0,0
2025-06-01,27.91,1316.9,501.9,5.36,63.0,1,0
2025-06-02,27.59,1325.4,500.6,5.61,63.1,1,0
2025-06-03,27.9,1316.9,501.3,5.3,63.3,1,0
2025-06-04,27.6,1330.3,500.4,5.01,63.4,1,0
2025-06-05,29.03,1339.2,499.4,5.49,63.5,1,0
2025-06-06,28.2,1346.4,497.7,5.21,63.6,1,0
2025-06-07,28.37,1359.4,497.7,5.72,63.7,1,0
2025-06-08,28.9,1377.9,499.7,5.4,63.8,1,0
2025-06-09,28.32,1391.1,497.9,5.93,63.9,1,0
2025-06-10,28.13,1381.5,497.4,5.23,64.0,1,0
2025-06-11,28.42,1376.3,498.6,5.11,64.1,1,0
2025-06-12,28.98,1376.4,498.1,5.62,64.2,1,0
2025-06-13,28.74,1381.6,498.2,5.47,64.3,1,0
2025-06-14,28.56,1390.8,496.4,5.19,64.3,1,0
2025-06-15,28.82,1390.0,496.5,6.15,64.4,1,0
2025-06-16,28.67,1396.5,495.8,5.27,64.5,1,0
2025-06-17,28.62,1395.4,496.6,5.35,64.6,1,0
2025-06-18,28.49,1395.4,497.6,6.31,64.6,1,0
2025-06-19,28.78,1389.1,500.3,5.97,64.7,1,0
2025-06-20,28.06,1386.5,500.5,5.24,64.7,1,0
2025-06-21,28.57,1380.6,500.5,5.51,64.8,1,0
2025-06-22,28.23,1377.6,500.4,5.22,64.8,1,0
2025-06-23,29.86,1390.8,499.6,6.24,64.8,1,0
2025-06-24,28.81,1388.0,499.6,6.24,64.9,1,0
2025-06-25,28.71,1413.7,498.9,7.13,64.9,1,0
2025-06-26,29.46,1422.3,498.7,7.68,64.9,1,0
2025-06-27,28.98,1428.5,499.9,5.4,65.0,1,0
2025-06-28,29.67,1426.2,498.4,6.11,65.0,1,0
2025-06-29,28.48,1436.3,499.4,5.09,65.0,1,0
2025-06-30,28.34,1436.3,500.6,5.77,65.0,1,0
2025-07-01,29.37,1441.7,500.2,5.91,65.0,1,0
2025-07-02,28.36,1466.6,497.3,5.29,65.0,1,0
2025-07-03,28.78,1470.2,496.3,5.37,65.0,1,0
2025-07-04,29.25,1483.7,497.6,6.25,65.0,1,0
2025-07-05,29.21,1482.4,497.2,5.93,65.0,1,0
2025-07-06,29.87,1486.3,495.8,6.95,64.9,1,0
2025-07-07,29.36,1504.7,494.9,6.8,64.9,1,0
2025-07-08,28.96,1503.8,495.6,5.12,64.9,1,0
2025-07-09,29.29,1522.4,496.0,5.43,64.9,1,0
2025-07-10,29.35,1532.0,495.5,5.26,64.8,1,0
2025-07-11,29.62,1531.5,494.8,6.14,64.8,1,0
2025-07-12,29.68,1540.5,494.2,5.82,64.7,1,0
2025-07-13,29.71,1552.1,492.8,5.28,64.7,1,0
2025-07-14,29.62,1560.8,494.6,5.32,64.6,1,0
2025-07-15,30.01,1552.0,494.0,6.54,64.6,1,0
2025-07-16,28.81,1549.8,495.3,5.47,64.5,1,0
2025-07-17,29.35,1551.5,496.9,5.07,64.5,1,0
2025-07-18,29.63,1554.4,497.9,5.25,64.4,1,0
2025-07-19,30.45,1562.8,497.3,7.22,64.3,1,0
2025-07-20,29.62,1567.6,497.6,6.33,64.2,1,0
2025-07-21,29.19,1560.3,497.4,5.21,64.1,1,0
2025-07-22,29.42,1566.6,496.2,5.77,64.1,1,0
2025-07-23,30.1,1574.7,496.5,6.28,64.0,1,0
2025-07-24,29.91,1582.3,494.9,5.12,63.9,1,0
2025-07-25,29.87,1594.0,496.3,6.38,63.8,1,0
2025-07-26,30.28,1603.6,495.6,5.92,63.7,1,0
2025-07-27,29.8,1610.2,495.8,5.36,63.6,1,0
2025-07-28,29.95,1612.5,496.0,6.03,63.4,1,0
2025-07-29,29.79,1602.0,495.7,5.83,63.3,1,0
2025-07-30,30.24,1608.1,496.3,5.88,63.2,1,0
2025-07-31,30.04,1612.4,495.7,5.75,63.1,1,0
2025-08-01,30.71,1617.1,496.7,5.31,62.9,1,0
2025-08-02,29.41,1609.3,495.1,5.36,62.8,1,0
2025-08-03,29.99,1603.0,495.2,5.55,62.7,1,0
2025-08-04,29.7,1613.7,497.5,5.69,62.5,1,0
2025-08-05,29.69,1615.6,496.3,6.07,62.4,1,0
2025-08-06,30.49,1623.2,495.5,7.26,62.2,1,0
2025-08-07,30.05,1625.5,496.1,5.79,62.1,1,0
2025-08-08,31.28,1627.7,496.4,6.06,61.9,1,0
2025-08-09,30.16,1637.1,496.9,6.23,61.8,1,0
2025-08-10,29.73,1634.8,497.5,6.11,61.6,1,0
2025-08-11,30.03,1637.3,498.3,5.3,61.5,1,0
2025-08-12,29.57,1635.2,499.7,6.64,61.3,1,0
2025-08-13,30.3,1633.3,500.3,6.47,61.1,1,0
2025-08-14,30.07,1632.3,500.1,5.74,60.9,1,0
2025-08-15,30.26,1635.5,501.0,5.31,60.8,1,0
2025-08-16,30.48,1632.9,503.4,5.68,60.6,1,0
2025-08-17,29.77,1644.2,503.3,5.14,60.4,1,0
2025-08-18,30.42,1638.1,502.3,6.78,60.2,1,0
2025-08-19,29.69,1637.7,503.7,5.39,60.0,1,0
2025-08-20,29.58,1635.1,503.7,5.53,59.8,1,0
2025-08-21,30.6,1647.6,501.3,6.7,59.6,1,0
2025-08-22,29.94,1649.9,502.4,6.57,59.4,1,0
2025-08-23,30.07,1658.8,502.0,5.86,59.2,1,0
2025-08-24,30.14,1647.6,502.0,6.96,59.0,1,0
2025-08-25,30.18,1650.2,502.6,5.29,58.8,1,0
2025-08-26,30.93,1657.7,503.1,5.86,58.6,1,0
2025-08-27,29.5,1658.7,504.1,5.29,58.4,1,0
2025-08-28,29.71,1667.5,503.8,6.41,58.2,1,0
2025-08-29,30.37,1663.5,504.6,6.38,58.0,1,0
2025-08-30,30.73,1674.9,504.6,7.05,57.7,1,0
2025-08-31,30.47,1693.2,505.7,5.67,57.5,1,0
2025-09-01,30.8,1690.2,506.7,7.43,57.3,1,0
2025-09-02,30.11,1686.5,505.8,5.27,57.1,1,0
2025-09-03,30.56,1697.8,507.4,5.64,56.8,1,0
2025-09-04,30.76,1710.1,507.0,5.28,56.6,1,0
2025-09-05,29.72,1705.4,508.3,5.77,56.4,1,0
2025-09-06,30.17,1701.5,509.0,5.3,56.1,1,0
2025-09-07,30.81,1698.6,511.5,6.41,55.9,1,0
2025-09-08,30.13,1687.1,511.6,5.94,55.7,1,0
2025-09-09,30.9,1678.9,511.5,5.25,55.4,1,0
2025-09-10,30.23,1670.0,511.8,6.2,55.2,1,0
2025-09-11,30.66,1662.9,511.8,6.87,54.9,1,0
2025-09-12,30.59,1661.5,513.1,6.01,54.7,1,0
2025-09-13,29.81,1662.2,511.5,5.18,54.5,1,0
2025-09-14,29.51,1673.4,510.6,5.59,54.2,1,0
2025-09-15,30.17,1664.0,509.7,6.1,54.0,1,0
2025-09-16,30.61,1670.5,511.2,5.55,53.7,1,0
2025-09-17,29.98,1667.3,513.6,5.26,53.5,1,0
2025-09-18,30.19,1665.3,513.9,6.52,53.2,1,0
2025-09-19,30.57,1669.0,514.1,5.53,53.0,1,0
2025-09-20,30.47,1658.2,514.6,6.87,52.7,1,0
2025-09-21,29.92,1659.5,516.4,5.43,52.4,1,0
2025-09-22,30.18,1658.9,515.7,5.51,52.2,1,0
2025-09-23,30.41,1660.8,516.5,5.4,51.9,1,0
2025-09-24,31.13,1661.0,518.1,5.58,51.7,1,0
2025-09-25,30.74,1678.5,519.1,5.93,51.4,1,0
2025-09-26,30.6,1671.1,519.8,5.28,51.2,1,0
2025-09-27,29.9,1664.5,521.5,5.23,50.9,1,0
2025-09-28,29.56,1657.1,518.7,5.12,50.6,1,0
2025-09-29,29.96,1650.2,520.0,5.1,50.4,1,0
2025-09-30,29.95,1642.5,519.7,5.18,50.1,1,0
2025-10-01,28.43,1649.4,518.0,3.93,49.9,0,1
2025-10-02,28.98,1658.0,519.1,4.26,49.6,0,1
2025-10-03,29.24,1650.7,521.3,4.4,49.4,0,1
2025-10-04,29.11,1641.1,521.6,4.24,49.1,0,1
2025-10-05,29.55,1642.0,523.3,5.23,48.8,0,1
2025-10-06,29.57,1634.5,525.8,5.6,48.6,0,1
2025-10-07,28.75,1636.5,527.9,4.03,48.3,0,1
2025-10-08,28.68,1635.0,530.4,3.78,48.1,0,1
2025-10-09,29.12,1619.6,531.8,6.03,47.8,0,1
2025-10-10,30.01,1628.7,532.5,4.99,47.6,0,1
2025-10-11,29.31,1639.7,531.1,4.92,47.3,0,1
2025-10-12,28.82,1631.4,531.4,3.92,47.0,0,1
2025-10-13,28.76,1624.8,531.0,4.72,46.8,0,1
2025-10-14,30.17,1623.5,534.1,4.24,46.5,0,1
2025-10-15,28.53,1622.5,534.5,4.13,46.3,0,1
